fdc_id,title,stripped_flavors,kept_flavors,ingredients_snippet
2041922,"PEACH FLAVORED SPARKLING WATER, PEACH",peach,,"Carbonated Water, Citric Acid, Potassium Benzoate (Preservative) Potassium Citrate, Sucralose, Acesulfame K, And Natural"
2642265,"SUGAR FREE LEMON JELL DESSERT, LEMON",lemon,,"Carrageenan, Adipic Acid, Maltodextrin, Potassium Citrate, Sucralose, Natural & Artificial Flavor, Fd&C Yellow #5"
1891036,"FREEZER POPS, GRAPE SPLASH",grape,,"Water, Cane Sugar, Fruit Juice (Contains One or More of the Following: Apple or Pear Juice from Concentrate), Citric Aci"
2031455,"RASPBERRY PARFAIT, RASPBERRY",raspberry,,"Water, High Fructose Corn Syrup, Sugar, Gelatin, Hydrogenated Palm Kernel Oil, Citric Acid, Natural & Artificial Flavor,"
2089135,"WATERMELON LIME SPARKLING MOUNTAIN SPRING WATER, WATERMELON ","watermelon,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2087044,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
1532491,"SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
1601274,"ARROWHEAD, SPARKLING MOUNTAIN SPRING WATER, LIME, LIME",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2125589,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPB","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2125587,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2124799,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPB","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2088108,"WATERMELON LIME SPARKLING MOUNTAIN SPRING WATER, WATERMELON ","watermelon,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2142806,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2125605,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2125597,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIM",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2125601,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPB","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2252140,"SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
1411808,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIM",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2301452,"LEMON GINGER MOUNTAIN SPARKLING SPRING WATER, LEMON GINGER","lemon,ginger",,"Mountain Spring Water, CO2, Natural Flavors."
2602688,"SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2125603,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIM",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2142878,"SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME, POMEGRANATE LEM",lime,"pomegranate,berry","Mountain Spring Water, CO2, Natural Flavors."
2124686,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIM",lime,,"Mountain Spring Water, CO2, Natural Flavors."
2125598,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2143341,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2143152,"SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2125613,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",orange,,"Mountain Spring Water, CO2, Natural Flavors."
2125608,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPB","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
1425980,"WHITE PEACH GINGER FLAVOR SPARKLING MOUNTAIN SPRING WATER, W",ginger,white_peach,"Mountain Spring Water, CO2, Natural Flavors."
2143150,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPB","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
1403487,"SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME","raspberry,lime",,"Mountain Spring Water, CO2, Natural Flavors."
2141361,"WHITE PEACH GINGER FLAVOR SPARKLING MOUNTAIN SPRING WATER, W",ginger,white_peach,"Mountain Spring Water, CO2, Natural Flavors."
2155699,"WHITE PEACH GINGER FLAVOR SPARKLING MOUNTAIN SPRING WATER, W",ginger,white_peach,"Ingredients: Mountain Spring Water, CO2, Natural Flavors."
2160474,"WHITE PEACH GINGER FLAVOR SPARKLING MOUNTAIN SPRING WATER, W",ginger,white_peach,"Mountain Spring Water, CO2, Natural Flavors."
2096774,WHITE PEACH GINGER PEACH & GINGER SPARKLING MOUNTAIN SPRING ,ginger,white_peach,"Mountain Spring Water, CO2, Natural Flavors."
2212632,"CAKE ICING, ORANGE",orange,,"Sugar, Corn Syrup, Vegetable Shortening (Palm and Hydrogenated Palm Oils), Water, Vegetable Oil (Palm Oil, Palm Kernel, "
1927050,"DECORATING CUPCAKE ICING, SUNSET ORANGE",orange,,"Sugar, Corn Syrup, Partially Hydrogenated Vegetable Oil (Soybean, Cottonseed Oil), Water, Maltodextrin, Modified Potato "
1869783,"CREAMY SPREAD HONEY, BLUEBERRY",blueberry,,"Honey, Natural Flavors."
2290712,"SWEET'S, CHERRY SOURS",cherry,,"Corn Syrup, Sugar, Dextrose, Modified Corn Starch, Malic Acid, Citric Acid, Sodium Citrate, Natural and Artificial Flavo"
2177041,"CHERRY POMEGRANATE 100% NATURAL SELTZER, CHERRY POMEGRANATE",cherry,pomegranate,"Carbonated Water, Natural Flavors."
1876855,"SELTZER, BLACKBERRY APPLE",apple,blackberry,"Carbonated Water, Natural Flavors."
1881571,"100% NATURAL SELTZER, TART CHERRY & LIME",lime,tart_cherry,"Carbonated Water, Natural Flavors."
2446762,"ORANGE VANILLA SELTZER, ORANGE VANILLA",orange,vanilla,"Carbonated Water, Natural Flavors."
1950211,"100% NATURAL SELTZER, BLUEBERRY TANGERINE",blueberry,tangerine,"Carbonated Water, Natural Flavors."
2398249,"GINGER LIME MULE SELTZER, GINGER LIME MULE","ginger,lime",,"Carbonated Water, Natural Flavors."
2385865,"GINGER PEACH SELTZER, GINGER PEACH","ginger,peach",,"Carbonated Water, Natural Flavors"
1966451,"NECTARINE LEMON 100% NATURAL SELTZER, NECTARINE LEMON",lemon,nectarine,"Carbonated Water, Natural Flavors."
2383542,"CITRUS & STRAWBERRY SELTZER, CITRUS & STRAWBERRY",strawberry,citrus,Carbonated Water. Natural Flavors.
2503382,"WATERMELON MOJITO SELTZER, WATERMELON MOJITO",watermelon,mojito,Carbonated Water
1965981,"NECTARINE LEMON 100% NATURAL SELTZER, NECTARINE LEMON",lemon,nectarine,"Carbonated Water, Natural Flavors."
2383660,"BLACKBERRY MANGO PUNCH PREMIUM SELTZER, BLACKBERRY MANGO",mango,blackberry,"Carbonated Water, Natural Flavors"
1966087,"MANGO CHERRY BLISS 100% NATURAL SELTZER, MANGO CHERRY BLISS","mango,cherry",,"Carbonated Water, Natural Flavors."
2503384,"PASSIONFRUIT BLUEBERRY SELTZER, PASSIONFRUIT BLUEBERRY",blueberry,passionfruit,"Carbonated Water, Natural Flavors"
2669239,PINEAPPLE GUAVA SELTZER,pineapple,guava,"Carbonated Water, Natural Flavors"
2083515,RASPBERRY LIME,"raspberry,lime",,"Carbonated Water, Natural Flavor."
2634111,"RASPBERRY LIME SPARKLING WATER, RASPBERRY LIME","raspberry,lime",,"Carbonated Crystal Clear Water, Natural Flavors."
2074673,"ADIRONDACK BEVERAGES, SELTZER, RASPBERRY LIME, RASPBERRY LIM","raspberry,lime",,"Carbonated Water, Natural Flavor."
2287372,"ADIRONDACK, SELTZER SPARKLING WATER, CHERRY, VANILLA, CHERRY",cherry,vanilla,"Carbonated Water, Natural Flavors."
2579965,"EXTRA STRENGTH CHERRY FLAVOR ENERGY DRINK, CHERRY",cherry,,"Other Ingredients: Purified Water, Natural and Artificial Flavors, Sucralose, Potassium Sorbate, Sodium Benzoate (To Pro"
2456590,"RASPBERRY LIME SELTZER, RASPBERRY LIME","raspberry,lime",,"Carbonated Water, Natural Flavor."
1925786,"LEMON FLAVOR SUGAR SWEETENED ICED TEA MIX, LEMON",lemon,,"Sugar, Citric Acid, Instant Tea, Maltodextrin, Silicon Dioxide, Vegetable Juice (For Color), Natural Flavors."
2456592,"LIME SELTZER, LIME",lime,,"Carbonated Water, Natural Flavor."
2472605,"ORANGE MANGO SPARKLING WATER BEVERAGE, ORANGE MANGO",mango,orange,"Carbonated Water, Orange Juice Concentrate, Natural Flavor, Citric Acid, Potassium Benzoate and Potassium Sorbate (Prese"
2472610,"COCONUT SPARKLING WATER BEVERAGE, COCONUT",coconut,,"Carbonated Water, Citric Acid, Pear Juice Concentrate, Natural Flavor, Potassium Benzoate and Potassium Sorbate (Preserv"
423586,"HARRIS TEETER, SPARKLING WATER BEVERAGE, COCONUT",coconut,,"Carbonated Water, Citric Acid, Pear Juice Concentrate, Natural Flavor, Potassium Benzoate and Potassium Sorbate (Preserv"
2472607,"STRAWBERRY WATERMELON SPARKLING WATER BEVERAGE, STRAWBERRY W","strawberry,watermelon",,"Carbonated Water, Apple Juice Concentrate, Citric Acid, Natural Flavor, Potassium Benzoate and Potassium Sorbate (Preser"
427022,"HARRIS TEETER, SPARKLING WATER BEVERAGE, ORANGE MANGO",mango,orange,"Carbonated Water, Orange Juice Concentrate, Natural Flavor, Citric Acid, Potassium Benzoate and Potassium Sorbate (Prese"
420047,"FLAVORED SPARKLING WATER BEVERAGE, TANGERINE LIME",lime,tangerine,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative)."
1971382,"PEACH FLAVORED SPARKLING WATER BEVERAGE, PEACH",peach,,"Carbonated Water, Citric Acid, Natural Flavor, Aspartame, Potassium Citrate, Potassium Benzoate (Preservative), Malic Ac"
423592,"HARRIS TEETER, SIMPLY CLEAR PEACH FLAVORED SPARKLING BEVERAG",peach,,"Carbonated Water, Citric Acid,Natural Flavor, Aspartame, Potassium Citrate, Potassium Benzoate (Preservative), Malic Aci"
1971368,"WATERMELON FLAVORED SPARKLING WATER BEVERAGE, WATERMELON",watermelon,,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate (Preservative), Aspartame, Acesulfa"
2447851,"TANGERINE LIME FLAVORED SPARKLING WATER BEVERAGE, TANGERINE ",lime,tangerine,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative)."
420025,"HARRIS TEETER, SIMPLY CLEAR SPARKLING WATER BEVERAGE, WATERM",watermelon,,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate (Preservative), Aspartame, Acesulfa"
427768,"HARRIS TEETER, SELTZER, LIME",lime,,"Carbonated Water, Natural Flavor."
420040,"HARRIS TEETER, SIMPLY CLEAR, CHERRY LIMEADE",cherry,limeade,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate (Preservative), Aspartame, Acesulfa"
427023,"HARRIS TEETER, SELTZER RASPBERRY LIME","raspberry,lime",,"Carbonated Water, Natural Flavor."
2447976,"RASPBERRY LIME SELTZER, RASPBERRY LIME","raspberry,lime",,"Carbonated Water, Natural Flavor."
423590,"HT TRADERS, SPARKLING WATER, LIME",lime,,"Carbonated Water, Natural Flavor."
2447874,"RASPBERRY LIME SELTZER, RASPBERRY LIME","raspberry,lime",,"Carbonated Water, Natural Flavor."
2447848,"LIME SELTZER, LIME",lime,,"Carbonated Water, Natural Flavor."
2447979,"CRANBERRY LIME SELTZER, CRANBERRY LIME",lime,cranberry,"Carbonated Water, Natural Flavor."
2447898,"A SPLASH OF LIME WATER BEVERAGE, A SPLASH OF LIME",lime,,"Water, Natural Flavor, Citric Acid."
2447896,"LIME SPARKLING WATER, LIME",lime,,"Carbonated Water, Natural Flavor."
1532558,"HARRIS TEETER, SIMPLY CLEAR SPARKLING WATER BEVERAGE, TANGER",lime,tangerine,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative)."
2375569,"ORANGE TANGERINE FLAVORED LIQUID WATER ENHANCER, ORANGE TANG",orange,tangerine,"Water, Citric Acid, Sodium Citrate, Gum Arabic, Sucralose, Natural Flavor, Sucrose Acetate Isobutyrate, Yellow 6, Niacin"
2479085,"WATERMELON MINT SPARKLING WATER, WATERMELON MINT",watermelon,mint,"Filtered Carbonated Water, Natural Flavor."
2479101,"PINEAPPLE SPARKLING WATER, PINEAPPLE",pineapple,,"Filtered Carbonated Water, Natural Flavor."
2535333,"RASPBERRY SELTZER LIME, RASPBERRY","raspberry,lime",,"Altered Carbonated Water, Natural Flavor"
2552864,"RASPBERRY LIME SELTZER, RASPBERRY LIME","raspberry,lime",,"Filtered Carbonated Water, Natural Flavor."
2479094,"LIME SPARKLING WATER, LIME",lime,,"Filtered Carbonated Water, Natural Flavor."
2535332,RASPBERRY LIME SELTZER,"raspberry,lime",,"Filtered Carbonated Water, Natural Flavor."
2602817,"PEACH FLAVORED SPARKLING WATER BEVERAGE, PEACH",peach,,"Carbonated Water, Citric Acid, Potassium Benzoate (Preservative Potassium Citrate, Sucralose, Acesulfame K, Natural Flav"
1857970,"WONDERFUL PIE FILLING PREMIUM MIX, BLUEBERRY CHIFFON",blueberry,,"Sugar, Gelatin, Natural Flavor, Citric Acid, Color (Red 40, Blue 2), Salt."
1857971,"SOUTHERN GOURMET, PIE FILLING PREMIUM MIX, SUBLIME STRAWBERR",strawberry,,"Sugar, Gelatin, Natural & Artificial Flavor, Citric Acid, Salt, Color (Red 40)."
2552888,"PEACH CREAMED RAW HONEY, PEACH",peach,,"Honey, Natural Flavor."
2156966,"STRAWBERRY LIQUID WATER ENHANCER, STRAWBERRY",strawberry,,"Purified Water, Citric Acid, Sodium Citrate, Artificial Flavors, Sucralose, Contains 2% or less of the Following: Malic "
2420180,"ORANGE FLAVORED ZERO SUGAR LIQUID WATER ENHANCER, ORANGE",orange,,"Purified Water, Citric Acid, Sodium Citrate, Sucralose, Contains 2% or less of the Following: Natural and Artificial Fla"
2285225,"WATER ENHANCER, GRAPE",grape,,"Water, Citric Acid, Natural and Artificial Flavors, Sodium Citrate, Sucralose, Malic Acid, Contains 2% or less of the Fo"
2544638,"ORANGE FLAVORED CUPCAKES DESSERT KIT!, ORANGE",orange,,"Pudding Mix: Sugar, Modified Food Starch, Natural and Artificial Flavors (Contains Milk), Contains 2% or less of the Fol"
1926862,"SUGAR FREE WATER ENHANCER, ORANGE",orange,,"Water, Citric Acid, Natural and Artificial Flavors, Sodium Citrate, Sucralose, Contains 2% or less of the Following: Mal"
2420179,"CHERRY FLAVORED ZERO SUGAR LIQUID WATER ENHANCER, CHERRY",cherry,,"Purified Water, Citric Acid, Sodium Citrate, Artificial Flavor, Malic Acid, Sucralose, Contains 2% or less of the Follow"
2166800,"LEMON FLAVORED DRINK MIX, LEMON",lemon,,"Sugar, Maltodextrin, Citric Acid, Malic Acid, Contains 2% or less of the Following: Natural and Artificial Flavors, Pota"
1853560,"FLAVOR AID, SOFT DRINK MIX, RASPBERRY, RASPBERRY",raspberry,,"Citric And/or Fumaric Acid, Dextrose, Monocalcium Phosphate, Artificial Flavor, Contains less than 2% of the Following: "
2157261,"JOLLY RANCHER, DRINK MIX, UNSWEETENED WATERMELON, UNSWEETENE",watermelon,,"Citric Acid., Natural and Artificial Flavors, Contains 2% or less of the Following: Tricalcium Phosphate, Calcium Silica"
2182505,"ELITE HYDRATION DRINK MIX, LEMON TWIST, LEMON TWIST",lemon,,"Dextrose, Citric Acid, Salt, Potassium Citrate, Sodium Citrate, Natural Flavors, Contains 2% or less of the Following: S"
2311959,"MANGO ACAI FLAVORED ENERGY DRINK MIX, MANGO ACAI",mango,acai,"Citric Acid, Maltodextrin, Natural Flavors, Aspartame, Caffeine, Contains 2% or less of the Following: Acesulfame K, Sod"
2154478,"MANGO ACAI FLAVORED ENERGY DRINK MIX, MANGO ACAI",mango,acai,"Citric Acid, Maltodextrin, Natural Flavors, Aspartamet+, Caffeine, Contains 2% or less of the Following: Acesulfame K, S"
2156126,"LEMON FLAVORED DRINK MIX, LEMON",lemon,,"Citric Acid, Maltodextrin, Natural and Artificial Flavor, Aspartame, Contains 2% or less of the Following: Artificial Co"
2503650,"BLUE RASPBERRY LEMON DUOS DRINK MIX SINGLES TO GO!, BLUE RAS",lemon,blue_raspberry,"Citric Acid, Maltodextrin, Natural and Artificial Flavors, Aspartamet+, Contains 2% or less of the Following: Acesulfame"
1865832,"PUDDING & PIE FILLING, LEMON",lemon,,"Cornstarch, Sugar, Food Starch Modified, Citric Acid, Contains 2% or less of the Following: Natural Flavor, Salt, Medium"
1911888,"JOLLY RANCHER, SUGAR FREE DRINK MIX, LEMON, LEMON",lemon,,"Citric Acid, Malic Acid, Maltodextrin, Potassium Citrate, Aspartame, Natural and Artificial Flavor, Contains 2% or less "
1915151,"SINGLES TO GO ICED TEA MIX, PEACH",peach,,"Citric Acid, Black and Green Tea, Natural Flavors, Corn Syrup Solids, Aspartamet, Maltodextrin, Sodium Citrate, Potassiu"
1911637,"LEMON TEA DRINK MIX, LEMON",lemon,green_tea,"Citric Acid, Black and Green Tea, Corn Syrup Solids, Maltodextrin, Aspartame, Vitamin C (Vitamin C), Natural Flavors, So"
2292416,"WATERMELON DRINK MIX STICKS, WATERMELON",watermelon,,"Citric Acid, Malic Acid, Maltodextrin, Potassium Citrate, Aspartame, Natural and Artificial Flavors, Contains 2% or less"
1927583,"DIET SNAPPLE, SINGLES TO GO! LEMON TEA, LEMON, LEMON",lemon,,"Citric Acid, Black and Green Tea, Corn Syrup Solids, Maltodextrin, Aspartamet, Vitamin C (Vitamin C), Natural Flavors, S"
1926912,PEACH TEA,peach,,"Citric Acid, Black and Green Tea, Natural Flavors, Corn Syrup Solids, Aspartame, Maltodextrin, Sodium Citrate, Potassium"
2370371,"SWEETENED ICED TEA LEMON TEA MIX SINGLES TO GO!, SWEETENED I",lemon,,"Instant Tea, Citric Acid, Maltodextrin, Natural Flavors, Stevia Extract, Contains 2% or less of the Following: Calcium S"
2370240,"LEMON ICED TEA, LEMON",lemon,,"Citric Acid, Maltodextrin, Instant Tea, Natural and Artificial Flavors, Sucralose, Contains 2% or less of the Following:"
1927355,"SNAPPLE, UNSWEETENED TEA DRINK MIX, LEMON, LEMON",lemon,,"Black and Green Tea, Corn Syrup Solids, Citric Acid, Maltodextrin, Natural Flavors, Sodium Citrate, Potassium Citrate, C"
2373465,"MANGO, APRICOTS, PINEAPPLE, APPLES, RED CHERRIES, KIWI DRIED",apple,"mango,apricot,pineapple,cherry,kiwi","Dried Mango (Mango, Sugar, Citric Acid, Calcium Chloride), Dried Apricots (Apricots, Sulfur Dioxide), Dried Pineapple (P"
1898328,"BEVERAGE, PEACH CITRUS",peach,citrus,"Filtered Water, Citric Acid, Natural Flavor, Potassium Citrate, Sodium Hexametaphosphate, Potassium Benzoate and Potassi"
2165624,"PINEAPPLE COTTAGE CHEESE, PINEAPPLE",pineapple,,"Skim Milk, Milk, Fruit Base (Pineapples, Sugar, Natural Flavors, Pectin, Carob Bean Gum, Lemon Juice Concentrate), Cream"
718310,"SPARKLING SUMMER PEAR, PEAR, GREEN TEA & HONEY",honey,"pear,green_tea","Carbonated Water, Agave Light Syrup, Citric Acid, Organic Flavor, Natural Flavor."
2439148,"FRUIT BARS, STRAWBERRY",strawberry,,"Figs, Corn Syrup, Unbleached Wheat Flour, Sugar, Flaked Corn, Baking Oil (Palm Oil, Soybean, Canola), Corn Sugar, Salt, "
2175584,"AMERICAN RAW HONEY, BLUEBERRY",blueberry,,Raw Honey.
1895435,"SPARKLING WATER, LIME",lime,,"Carbonated Water, Naturally Essenced."
641958,"ORANGE SPARKLING WATER, ORANGE",orange,,"Carbonated Water, Naturally Essenced."
1886564,"LA CROIX, SPARKLING WATER, ORANGE, ORANGE",orange,,"Carbonated Water, Natural Flavor."
2083874,"ESSENCED SPARKLING WATER, PINEAPPLE STRAWBERRY","pineapple,strawberry",,"Carbonated Water, Naturally Essenced."
2285412,"NATURALLY ESSENCED SPARKLING WATER, APPLE CRANBERRY",apple,cranberry,"Carbonated Water, Naturally Essenced."
2092628,"SPARKLING WATER, CHERRY LIME","cherry,lime",,"Carbonated Water, Naturally Essenced."
1909239,"SPARKLING WATER, CHERRY LIME","cherry,lime",,"Carbonated Water, Natural Flavor."
1402868,"NATURAL SPARKLING SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2125195,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2125268,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2125269,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",lime,,"Spring Water, CO2, Natural Flavors."
2143337,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",lime,,"Spring Water, CO2, Natural Flavors."
2265418,"LEMON GINGER NATURAL SPARKLING SPRING WATER, LEMON GINGER","lemon,ginger",,"Spring Water, CO2, Natural Flavors."
2265501,"ZESTY LIME, LIVELY LEMON, TRIPLE BERRY SPARKLING NATURAL SPR","lime,lemon",berry,"Spring Water, CO2, Natural Flavors."
2142799,"SPARKLING NATURAL SPRING WATER, ZESTY LIME, POMEGRANATE, TRI",lime,"pomegranate,triple_berry","Mountain Spring Water, CO2, Natural Flavors."
2269801,"WHITE PEACH GINGER FLAVOR SPARKLING NATURAL SPRING WATER, WH",ginger,white_peach,"Spring Water, CO2, Natural Flavors."
2124687,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",lime,,"Spring Water, CO2, Natural Flavors."
2125264,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",lime,,"Spring Water, CO2, Natural Flavors."
2124748,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2142465,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2284285,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2265506,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2447406,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2155864,"WHITE PEACH GINGER FLAVOR SPARKLING NATURAL SPRING WATER, WH",ginger,white_peach,"Spring Water, CO2, Natural Flavors."
2155845,"WHITE PEACH GINGER SPARKLING NATURAL SPRING WATER, WHITE PEA",ginger,white_peach,"Spring Water, CO2, Natural Flavors."
2088114,"CHERRY LEMON FLAVOR SPARKLING NATURAL SPRING WATER, CHERRY L","cherry,lemon",,"Spring Water, CO2, Natural Flavors."
2086584,"ORANGE FLAVOR SPARKLING NATURAL SPRING WATER, ORANGE",orange,,"Spring Water, CO2, Natural Flavors."
2289056,"CHERRY LEMON FLAVOR SPARKLING NATURAL SPRING WATER, CHERRY L","cherry,lemon",,"Spring Water, CO2. Natural Flavors."
1908113,"PARFAIT, STRAWBERRY",strawberry,,"Water, High Fructose Corn Syrup, Sugar, Gelatin, Partially Hydrogenated Palm Kernel Oil, Citric Acid, Sodium Citrate, Sa"
2135598,"ORANGE SPARKLING WATER, ORANGE",orange,,"Carbonated Water, Natural Flavor."
2135593,"CHERRY SPARKLING WATER, CHERRY",cherry,,"Carbonated Water, Natural Flavor."
1411994,"STRAWBERRY APPLESAUCE, STRAWBERRY",strawberry,,"Apples, High Fructose Corn Syrup, Water, Citric Acid, Natural Flavor, Vitamin C (Vitamin C), Red 40."
843844,"FRUIT MOTIONS, POMEGRANATE BLUEBERRY DIET FLAVORED WATER BEV",blueberry,pomegranate,"Water, Citric Acid, Natural Flavor, Potassium Citrate, Potassium Benzoate and Potassium Sorbate (Preservatives), Tartari"
1411872,"LEMON ICED TEA SUGAR SWEETENED MIX, LEMON",lemon,,"Sugar, Citric Acid, Instant Tea, Maltodextrin, Silicon Dioxide, Vegetable Juice (For Color), Natural Flavors."
1636586,"FRUIT MOTIONS, MANGO TROPICAL DIET FLAVORED WATER BEVERAGE, ",mango,tropical,"Water, Citric Acid, Natural Flavor, Potassium Benzoate and Potassium Sorbate (Preservatives), Sodium Hexametaphosphate, "
1412008,"RASPBERRY ICED TEA SUGAR SWEETENED MIX, RASPBERRY",raspberry,,"Sugar, Citric Acid, Instant Tea, Vegetable Juice (For Color), Natural Flavors, Malic Acid, Tricalcium Phosphate."
2250477,"TANGERINE LIME FLAVORED SPARKLING WATER BEVERAGE, TANGERINE ",lime,tangerine,"Carbonated Water, Citric Acid, Potassium Citrate, Natural Flavor, Aspartame, Potassium Benzoate (Preservative), Acesulfa"
2250804,"GOLDEN PEACH FLAVORED SPARKLING WATER BEVERAGE, GOLDEN PEACH",peach,golden,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative), Acesulfa"
2250837,"MANGO PEACH FLAVORED SPARKLING WATER BEVERAGE, MANGO PEACH","mango,peach",,"Carbonated Water, Natural Flavor, Citric Acid, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative), Acesulfa"
1871602,"WATER, PEACH",peach,,"Carbonated Water, Citric Acid, Natural Flavor, Potassium Citrate, Aspartame, Potassium Benzoate (Preservative), Acesulfa"
2503946,"HIGH PROTEIN 40 G SHAKE, STRAWBERRY, STRAWBERRY",strawberry,,"Water, Protein Blend (Milk Protein Isolate, Calcium Caseinate, Sodium Caseinate), Natural and Artificial Flavor, Sodium "
2075566,ORANGE SLICES,orange,,Oranges with Peel
502680,"PERRIER, SPARKLING NATURAL MINERAL WATER, LIME",lime,,"Carbonated Mineral Water, Natural Flavors"
2039241,"LIME FLAVORED CARBONATED MINERAL WATER, LIME",lime,,"Mineral Water, Carbon Dioxide, Natural Flavors."
2087433,"LIME FLAVORED CARBONATED MINERAL WATER, LIME",lime,,"Carbonated Mineral Water, Natural Flavors."
2143463,"LIME FLAVORED CARBONATED MINERAL WATER, LIME",lime,,"Carbonated Mineral Water, Natural Flavors."
2157088,"PINEAPPLE FLAVORED CARBONATED MINERAL WATER, PINEAPPLE",pineapple,,"Carbonated Mineral Water, Natural Flavors."
2603290,"LIME CARBONATED MINERAL WATER, LIME",lime,,"Mineral Water, Carbon Dioxide, Natural Flavors."
2109212,"LIME FLAVORED CARBONATED MINERAL WATER, LIME",lime,,"Carbonated Mineral Water, Natural Flavors."
2503985,"L'ORANGE FLAVORED CARBONATED MINERAL WATER, L'ORANGE",orange,,"Mineral Water, Carbon Dioxide, Natural Flavors."
