fndds_code,protein_g,fat_g,carbs_g,fiber_g,sugar_g,energy_kcal,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_mcg,sat_fat_g,trans_fat_g,mufa_g,pufa_g,dha_g,epa_g,ala_g,linoleic_g,cholesterol_mg
11411410,10.2,1.36,3.6,0.0,3.24,67.0,9.0,0.022,0.278,0.209,0.0,0.063,7.0,0.69,0.0,0.0,0.04,0.1,110.0,0.07,11.0,135.0,140.0,36.0,0.52,0.017,0.0,9.8,0.726,0.0,0.33,0.048,0.0,0.0,0.015,0.032,8.0
11411420,10.3,0.37,3.64,0.0,3.27,59.0,1.0,0.022,0.281,0.211,0.0,0.064,7.0,0.7,0.0,0.0,0.01,0.0,111.0,0.07,11.0,136.0,141.0,36.0,0.53,0.017,0.0,9.9,0.108,0.0,0.043,0.011,0.0,0.0,0.001,0.01,5.0
11430000,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11431000,3.34,3.86,14.43,0.2,10.31,106.0,41.0,0.05,0.22,0.121,0.0,0.041,8.0,0.32,1.7,1.2,0.07,0.2,112.0,0.07,10.0,90.0,152.0,41.0,0.38,0.017,0.0,2.2,1.997,0.0,0.757,0.079,0.0,0.0,0.023,0.071,12.0
11432000,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11432008,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11433000,3.64,0.08,7.64,0.0,7.09,46.0,0.0,0.041,0.202,0.107,0.0,0.046,10.0,0.52,0.9,1.2,0.0,0.2,144.0,0.0,13.0,109.0,181.0,45.0,0.52,0.002,0.0,3.1,0.1,0.0,0.043,0.004,0.0,0.0,0.001,0.003,3.0
11433990,9.11,1.33,10.78,0.1,8.21,91.0,9.0,0.021,0.256,0.19,0.0,0.059,7.0,0.62,1.0,0.9,0.05,0.1,100.0,0.12,10.0,122.0,133.0,35.0,0.47,0.026,0.0,8.9,0.715,0.0,0.329,0.047,0.0,0.0,0.015,0.031,7.0
11434000,7.85,3.91,11.8,0.1,8.23,114.0,34.0,0.051,0.225,0.206,0.0,0.041,6.0,0.67,1.0,0.9,0.02,0.0,101.0,0.05,10.0,114.0,139.0,34.0,0.42,0.02,0.0,8.9,2.128,0.0,0.857,0.417,0.004,0.0,0.02,0.094,15.0
11434010,9.11,1.33,10.78,0.1,8.21,91.0,9.0,0.021,0.256,0.19,0.0,0.059,7.0,0.62,1.0,0.9,0.05,0.1,100.0,0.12,10.0,122.0,133.0,35.0,0.47,0.026,0.0,8.9,0.715,0.0,0.329,0.047,0.0,0.0,0.015,0.031,7.0
11434020,9.21,0.34,10.81,0.1,8.24,83.0,1.0,0.021,0.258,0.192,0.0,0.059,7.0,0.62,1.0,0.9,0.02,0.0,101.0,0.12,10.0,123.0,134.0,36.0,0.48,0.026,0.0,9.0,0.097,0.0,0.042,0.01,0.0,0.0,0.001,0.009,4.0
11434090,4.51,1.36,13.02,0.0,13.04,82.0,12.0,0.038,0.185,0.098,0.0,0.042,9.0,0.48,0.7,1.2,0.03,0.2,158.0,0.07,15.0,124.0,201.0,61.0,0.77,0.012,0.0,2.9,0.86,0.0,0.366,0.038,0.0,0.0,0.011,0.027,5.0
11434100,3.28,3.88,11.76,0.0,10.5,95.0,41.0,0.047,0.21,0.116,0.0,0.039,6.0,0.32,0.4,1.2,0.05,0.2,109.0,0.0,10.0,87.0,141.0,36.0,0.37,0.004,0.0,1.9,1.995,0.0,0.752,0.079,0.0,0.0,0.023,0.071,12.0
11434200,4.51,1.36,13.02,0.0,13.04,82.0,12.0,0.038,0.185,0.098,0.0,0.042,9.0,0.48,0.7,1.2,0.03,0.2,158.0,0.07,15.0,124.0,201.0,61.0,0.77,0.012,0.0,2.9,0.86,0.0,0.366,0.038,0.0,0.0,0.011,0.027,5.0
11434300,3.64,0.08,7.94,0.0,7.6,47.0,0.0,0.041,0.201,0.107,0.0,0.046,10.0,0.52,0.8,1.2,0.0,0.2,144.0,0.0,13.0,109.0,181.0,44.0,0.52,0.001,0.0,3.1,0.1,0.0,0.042,0.004,0.0,0.0,0.001,0.003,3.0
11435000,9.07,1.34,8.18,0.0,7.87,81.0,9.0,0.019,0.248,0.186,0.0,0.056,6.0,0.62,0.0,0.9,0.04,0.1,98.0,0.06,10.0,120.0,124.0,32.0,0.47,0.016,0.0,8.7,0.714,0.0,0.325,0.047,0.0,0.0,0.015,0.031,7.0
11435010,7.81,3.92,9.21,0.0,7.88,104.0,34.0,0.049,0.218,0.202,0.0,0.039,4.0,0.67,0.0,0.9,0.01,0.0,99.0,0.0,10.0,112.0,131.0,31.0,0.42,0.01,0.0,8.7,2.127,0.0,0.853,0.417,0.004,0.0,0.02,0.094,15.0
11435020,9.07,1.34,8.18,0.0,7.87,81.0,9.0,0.019,0.248,0.186,0.0,0.056,6.0,0.62,0.0,0.9,0.04,0.1,98.0,0.06,10.0,120.0,124.0,32.0,0.47,0.016,0.0,8.7,0.714,0.0,0.325,0.047,0.0,0.0,0.015,0.031,7.0
11435030,9.17,0.34,8.22,0.0,7.9,73.0,1.0,0.02,0.251,0.188,0.0,0.057,6.0,0.62,0.0,0.9,0.01,0.0,99.0,0.06,10.0,121.0,126.0,32.0,0.47,0.016,0.0,8.8,0.096,0.0,0.038,0.01,0.0,0.0,0.001,0.009,4.0
11435100,9.22,3.67,20.02,1.5,10.74,149.0,7.0,0.077,0.233,0.34,0.0,0.061,10.0,0.49,0.0,0.7,0.54,1.2,89.0,0.66,29.0,155.0,161.0,58.0,0.89,0.078,0.0,10.8,0.838,0.0,1.608,0.775,0.0,0.0,0.115,0.658,6.0
11436000,3.65,1.07,12.55,0.1,10.27,74.0,10.0,0.032,0.156,0.082,0.0,0.036,9.0,0.39,1.5,1.2,0.03,0.1,129.0,0.11,12.0,101.0,170.0,53.0,0.62,0.022,0.0,2.5,0.689,0.0,0.298,0.03,0.0,0.0,0.009,0.022,4.0
11436100,4.34,1.03,13.68,0.1,11.4,81.0,9.0,0.04,0.197,0.104,0.0,0.045,11.0,0.49,1.7,1.2,0.03,0.2,156.0,0.1,15.0,122.0,204.0,60.0,0.71,0.019,0.0,3.1,0.671,0.0,0.29,0.03,0.0,0.0,0.008,0.021,5.0
11440010,7.93,15.99,3.33,0.0,2.97,189.0,74.0,0.037,0.186,0.177,0.0,0.054,11.0,0.43,3.4,0.0,0.68,32.0,92.0,0.09,9.0,111.0,119.0,636.0,0.5,0.022,0.0,10.1,3.219,0.0,3.638,8.716,0.001,0.0,1.062,7.634,16.0
11440030,6.82,12.91,4.06,0.2,3.38,160.0,66.0,0.041,0.168,0.147,0.0,0.054,10.0,0.42,1.1,0.2,0.53,25.0,93.0,0.08,10.0,105.0,126.0,507.0,0.47,0.019,0.0,8.2,2.726,0.0,2.933,6.866,0.001,0.0,0.837,6.015,14.0
11440031,6.82,12.91,4.06,0.2,3.38,160.0,66.0,0.041,0.168,0.147,0.0,0.054,10.0,0.42,1.1,0.2,0.53,25.0,93.0,0.08,10.0,105.0,126.0,507.0,0.47,0.019,0.0,8.2,2.726,0.0,2.933,6.866,0.001,0.0,0.837,6.015,14.0
11440032,6.82,12.91,4.06,0.2,3.38,160.0,66.0,0.041,0.168,0.147,0.0,0.054,10.0,0.42,1.1,0.2,0.53,25.0,93.0,0.08,10.0,105.0,126.0,507.0,0.47,0.019,0.0,8.2,2.726,0.0,2.933,6.866,0.001,0.0,0.837,6.015,14.0
11440040,8.48,16.09,4.13,0.3,3.41,195.0,74.0,0.042,0.222,0.257,0.0,0.056,12.0,0.46,1.9,0.0,0.75,44.9,114.0,0.29,14.0,123.0,154.0,646.0,0.58,0.029,0.0,10.4,3.267,0.0,3.661,8.744,0.001,0.0,1.081,7.643,17.0
11440050,7.02,12.96,3.59,0.3,3.04,159.0,112.0,0.043,0.179,0.17,0.0,0.054,17.0,0.42,0.7,0.2,0.8,66.2,103.0,0.21,15.0,106.0,136.0,514.0,0.49,0.028,0.0,8.6,2.734,0.0,2.931,6.893,0.001,0.0,0.865,6.014,14.0
11440060,5.22,6.0,4.1,0.2,2.5,91.0,23.0,0.043,0.15,0.171,0.0,0.05,6.0,0.42,1.8,0.0,0.74,9.8,70.0,0.03,10.0,81.0,150.0,307.0,0.35,0.031,0.0,5.6,1.894,0.0,2.905,0.605,0.002,0.0,0.037,0.377,10.0
11440061,5.22,6.0,4.1,0.2,2.5,91.0,23.0,0.043,0.15,0.171,0.0,0.05,6.0,0.42,1.8,0.0,0.74,9.8,70.0,0.03,10.0,81.0,150.0,307.0,0.35,0.031,0.0,5.6,1.894,0.0,2.905,0.605,0.002,0.0,0.037,0.377,10.0
11440070,8.16,16.03,3.76,0.3,2.99,191.0,74.0,0.038,0.207,0.25,0.0,0.054,12.0,0.43,1.9,0.0,0.75,44.9,103.0,0.29,13.0,115.0,141.0,641.0,0.55,0.028,0.0,10.2,3.232,0.0,3.645,8.742,0.001,0.0,1.08,7.642,16.0
11446000,5.25,2.18,16.08,1.3,10.36,104.0,7.0,0.057,0.154,0.3,0.0,0.05,9.0,0.33,13.5,0.6,0.38,2.8,86.0,0.43,21.0,109.0,170.0,44.0,0.66,0.052,0.0,5.5,0.608,0.0,0.885,0.407,0.0,0.0,0.064,0.342,4.0
11459990,3.0,3.6,21.6,0.0,19.92,127.0,49.0,0.04,0.18,0.07,0.0,0.04,4.0,0.07,0.7,0.1,0.09,0.3,100.0,0.46,10.0,89.0,156.0,63.0,0.28,0.009,0.0,1.9,2.326,0.0,0.986,0.1,0.0,0.0,0.033,0.067,13.0
11460000,3.0,3.6,21.6,0.0,19.92,127.0,49.0,0.04,0.18,0.07,0.0,0.04,4.0,0.07,0.7,0.1,0.09,0.3,100.0,0.46,10.0,89.0,156.0,63.0,0.28,0.009,0.0,1.9,2.326,0.0,0.986,0.1,0.0,0.0,0.033,0.067,13.0
11460100,3.0,3.6,21.6,2.3,19.24,131.0,39.0,0.04,0.18,0.14,0.0,0.04,12.0,0.07,0.0,0.1,0.09,0.3,100.0,0.46,25.0,89.0,234.0,63.0,0.28,0.054,0.0,1.9,2.272,0.0,0.961,0.102,0.0,0.0,0.029,0.073,13.0
11460500,4.0,5.6,24.2,0.0,24.0,159.0,59.0,0.037,0.224,0.287,0.0,0.08,6.0,0.29,0.8,0.1,0.11,0.3,143.0,0.3,14.0,129.0,211.0,87.0,0.42,0.04,0.0,3.3,3.42,0.0,1.59,0.21,0.0,0.0,0.08,0.13,2.0
11460510,4.31,5.76,24.87,0.7,23.56,160.0,58.0,0.038,0.224,0.325,0.0,0.081,7.0,0.28,0.8,0.1,0.11,0.3,143.0,0.57,24.0,141.0,237.0,86.0,0.55,0.115,0.0,3.5,3.513,0.0,1.65,0.215,0.0,0.0,0.078,0.136,2.0
11461200,3.9,6.25,34.38,0.8,24.3,204.0,38.0,0.081,0.202,0.767,0.0,0.043,15.0,0.08,0.5,0.1,0.25,0.8,83.0,1.35,21.0,100.0,170.0,192.0,0.48,0.123,0.0,2.8,2.805,0.0,1.956,1.113,0.0,0.001,0.092,1.017,10.0
11461210,3.0,3.6,21.6,0.0,19.92,127.0,49.0,0.04,0.18,0.07,0.0,0.04,4.0,0.07,0.7,0.1,0.09,0.3,100.0,0.46,10.0,89.0,156.0,63.0,0.28,0.009,0.0,1.9,2.326,0.0,0.986,0.1,0.0,0.0,0.033,0.067,13.0
11461211,3.0,3.6,21.6,0.0,19.92,127.0,49.0,0.04,0.18,0.07,0.0,0.04,4.0,0.07,0.7,0.1,0.09,0.3,100.0,0.46,10.0,89.0,156.0,63.0,0.28,0.009,0.0,1.9,2.326,0.0,0.986,0.1,0.0,0.0,0.033,0.067,13.0
11461220,3.0,3.6,21.6,2.3,19.24,131.0,39.0,0.04,0.18,0.14,0.0,0.04,12.0,0.07,0.0,0.1,0.09,0.3,100.0,0.46,25.0,89.0,234.0,63.0,0.28,0.054,0.0,1.9,2.272,0.0,0.961,0.102,0.0,0.0,0.029,0.073,13.0
11461250,3.2,3.73,23.9,2.3,18.71,142.0,37.0,0.048,0.187,0.311,0.0,0.04,18.0,0.07,0.0,0.1,0.12,0.4,97.0,0.59,25.0,89.0,229.0,71.0,0.3,0.06,0.0,2.0,2.23,0.0,0.996,0.228,0.0,0.0,0.035,0.193,12.0
11461260,3.2,3.73,23.9,0.1,19.36,139.0,47.0,0.048,0.187,0.244,0.0,0.04,11.0,0.07,0.7,0.1,0.12,0.4,97.0,0.59,11.0,89.0,154.0,71.0,0.3,0.017,0.0,2.0,2.282,0.0,1.02,0.227,0.0,0.0,0.039,0.187,12.0
11461300,3.29,3.61,25.28,0.1,20.26,143.0,46.0,0.068,0.193,0.364,0.0,0.041,12.0,0.07,0.7,0.1,0.09,0.4,97.0,0.69,11.0,90.0,155.0,77.0,0.31,0.024,0.0,2.1,2.223,0.0,1.014,0.18,0.0,0.0,0.037,0.143,12.0
11461320,3.29,3.61,25.28,2.3,19.62,147.0,37.0,0.068,0.193,0.43,0.0,0.041,20.0,0.07,0.0,0.1,0.09,0.4,97.0,0.69,25.0,90.0,229.0,77.0,0.31,0.067,0.0,2.1,2.172,0.0,0.991,0.181,0.0,0.0,0.033,0.148,12.0
11480000,4.9,2.15,9.08,1.1,4.47,75.0,80.0,0.025,0.083,1.294,0.0,0.112,11.0,0.24,12.4,0.2,0.37,6.1,23.0,0.62,14.0,48.0,179.0,27.0,0.65,0.064,0.0,3.7,0.601,0.0,0.877,0.504,0.0,0.0,0.023,0.421,18.0
11480010,3.82,4.48,5.57,0.0,4.09,78.0,48.0,0.055,0.243,0.135,0.0,0.045,7.0,0.37,0.5,1.2,0.06,0.2,127.0,0.0,11.0,101.0,164.0,42.0,0.43,0.003,0.0,2.2,2.32,0.0,0.874,0.092,0.0,0.0,0.027,0.082,14.0
11480100,3.48,4.04,11.9,0.1,8.53,98.0,43.0,0.051,0.226,0.125,0.0,0.042,7.0,0.33,1.3,1.2,0.07,0.2,116.0,0.05,10.0,93.0,155.0,41.0,0.39,0.013,0.0,2.2,2.089,0.0,0.79,0.083,0.0,0.0,0.024,0.074,13.0
11511000,3.44,0.83,10.98,0.1,9.55,65.0,55.0,0.034,0.227,0.134,0.0,0.041,3.0,0.25,0.6,1.1,0.01,0.1,128.0,0.24,13.0,97.0,174.0,68.0,0.42,0.04,0.0,1.9,0.462,0.0,0.225,0.037,0.0,0.001,0.004,0.029,4.0
11511100,3.17,3.39,10.34,0.8,9.54,83.0,27.0,0.037,0.162,0.125,0.0,0.04,5.0,0.33,0.9,1.3,0.07,0.3,112.0,0.24,13.0,101.0,167.0,60.0,0.41,0.065,0.0,1.9,2.104,0.0,0.99,0.124,0.0,0.0,0.046,0.078,12.0
11511200,2.99,1.9,12.13,0.7,9.55,76.0,64.0,0.045,0.183,0.164,0.0,0.024,2.0,0.33,0.0,1.2,0.04,0.2,109.0,0.24,14.0,102.0,169.0,66.0,0.39,0.075,0.0,3.4,1.177,0.0,0.455,0.089,0.0,0.0,0.0,0.08,8.0
11511300,3.39,0.0,13.46,0.0,8.39,67.0,64.0,0.045,0.166,0.164,0.0,0.024,2.0,0.32,1.0,1.1,0.04,0.2,127.0,0.27,13.0,101.0,182.0,79.0,0.41,0.075,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11511400,3.46,1.11,10.15,0.1,9.94,64.0,52.0,0.031,0.247,0.124,0.0,0.047,3.0,0.23,0.4,1.1,0.0,0.1,129.0,0.23,13.0,96.0,172.0,65.0,0.43,0.028,0.0,1.9,0.616,0.0,0.3,0.049,0.0,0.001,0.006,0.039,5.0
11511550,3.09,1.99,8.56,0.0,7.85,65.0,50.0,0.051,0.125,0.119,0.0,0.054,1.0,0.49,0.1,1.0,0.03,0.2,111.0,0.0,15.0,96.0,160.0,46.0,0.44,0.035,0.0,1.8,1.092,0.0,0.401,0.061,0.0,0.0,0.007,0.065,8.0
11511551,3.09,1.99,8.56,0.0,7.85,65.0,50.0,0.051,0.125,0.119,0.0,0.054,1.0,0.49,0.1,1.0,0.03,0.2,111.0,0.0,15.0,96.0,160.0,46.0,0.44,0.035,0.0,1.8,1.092,0.0,0.401,0.061,0.0,0.0,0.007,0.065,8.0
11512005,1.82,1.04,13.9,0.2,12.0,72.0,34.0,0.03,0.096,0.101,0.0,0.032,1.0,0.24,0.1,0.4,0.03,0.2,61.0,0.08,15.0,69.0,124.0,66.0,0.33,0.053,0.0,1.2,0.612,0.0,0.252,0.031,0.0,0.0,0.003,0.032,3.0
11512010,2.73,1.54,16.53,0.0,15.18,91.0,68.0,0.047,0.117,0.123,0.0,0.049,2.0,0.42,0.2,0.9,0.03,0.2,102.0,0.0,17.0,95.0,152.0,60.0,0.45,0.058,0.0,1.7,0.903,0.0,0.325,0.047,0.0,0.0,0.006,0.05,7.0
11512015,2.73,1.54,16.53,0.0,15.18,91.0,68.0,0.047,0.117,0.123,0.0,0.049,2.0,0.42,0.2,0.9,0.03,0.2,102.0,0.0,17.0,95.0,152.0,60.0,0.45,0.058,0.0,1.7,0.903,0.0,0.325,0.047,0.0,0.0,0.006,0.05,7.0
11512020,2.79,0.06,16.55,0.0,15.31,78.0,52.0,0.044,0.112,0.128,0.0,0.046,2.0,0.45,0.0,0.9,0.0,0.0,107.0,0.0,17.0,98.0,159.0,61.0,0.47,0.059,0.0,1.9,0.04,0.0,0.014,0.005,0.0,0.0,0.0,0.004,2.0
11512022,2.79,0.06,16.55,0.0,15.31,78.0,52.0,0.044,0.112,0.128,0.0,0.046,2.0,0.45,0.0,0.9,0.0,0.0,107.0,0.0,17.0,98.0,159.0,61.0,0.47,0.059,0.0,1.9,0.04,0.0,0.014,0.005,0.0,0.0,0.0,0.004,2.0
11512030,0.93,1.3,15.02,0.1,12.85,76.0,29.0,0.015,0.037,0.114,0.0,0.011,4.0,0.31,0.0,0.8,1.69,0.8,124.0,0.26,16.0,39.0,65.0,69.0,0.26,0.089,0.0,0.8,0.129,0.0,0.636,0.414,0.0,0.0,0.051,0.364,0.0
11512100,2.7,2.8,16.25,0.0,14.92,101.0,77.0,0.046,0.119,0.12,0.0,0.048,2.0,0.41,0.2,0.9,0.06,0.3,101.0,0.0,17.0,93.0,150.0,58.0,0.44,0.056,0.0,1.8,1.623,0.0,0.584,0.103,0.0,0.0,0.01,0.076,10.0
11513380,3.41,2.15,10.09,0.3,9.62,74.0,54.0,0.054,0.132,0.115,0.0,0.113,1.0,0.52,1.8,1.0,0.03,0.3,146.0,0.0,15.0,102.0,164.0,45.0,0.82,0.057,0.0,1.9,1.312,0.0,0.43,0.066,0.0,0.0,0.008,0.069,8.0
11513385,1.35,1.64,8.41,0.4,6.94,54.0,33.0,0.017,0.039,0.106,0.0,0.067,4.0,0.35,1.7,0.9,1.95,0.9,172.0,0.3,13.0,38.0,66.0,56.0,0.61,0.093,0.0,0.7,0.289,0.0,0.734,0.478,0.0,0.0,0.059,0.419,0.0
11513801,3.04,2.92,8.38,0.0,7.79,73.0,28.0,0.05,0.126,0.114,0.0,0.054,0.0,0.47,0.0,1.0,0.04,0.3,109.0,0.0,15.0,95.0,155.0,46.0,0.43,0.035,0.0,1.8,1.627,0.0,0.602,0.094,0.0,0.001,0.011,0.101,10.0
11513802,3.11,1.78,8.62,0.0,7.86,63.0,73.0,0.053,0.125,0.12,0.0,0.054,2.0,0.48,0.2,1.0,0.03,0.2,112.0,0.0,15.0,97.0,163.0,47.0,0.44,0.035,0.0,1.7,0.971,0.0,0.35,0.051,0.0,0.0,0.006,0.053,7.0
11513803,3.13,0.95,8.87,0.0,7.92,57.0,51.0,0.051,0.127,0.121,0.0,0.054,2.0,0.53,0.0,1.0,0.02,0.1,112.0,0.0,15.0,97.0,163.0,47.0,0.44,0.035,0.0,2.0,0.497,0.0,0.184,0.028,0.0,0.0,0.003,0.029,4.0
11513804,3.18,0.19,8.64,0.0,8.0,49.0,56.0,0.05,0.12,0.126,0.0,0.052,2.0,0.51,0.0,1.0,0.0,0.0,117.0,0.0,15.0,100.0,170.0,48.0,0.45,0.036,0.0,1.9,0.043,0.0,0.015,0.005,0.0,0.0,0.0,0.004,3.0
11514100,0.9,0.54,11.27,0.5,8.82,54.0,0.0,0.013,0.076,0.079,0.0,0.015,1.0,0.05,0.0,0.0,0.03,0.1,20.0,0.16,12.0,42.0,96.0,71.0,0.2,0.047,0.0,0.7,0.32,0.0,0.178,0.015,0.0,0.0,0.0,0.014,0.0
11514105,0.9,0.54,11.27,0.5,8.82,54.0,0.0,0.013,0.076,0.079,0.0,0.015,1.0,0.05,0.0,0.0,0.03,0.1,20.0,0.16,12.0,42.0,96.0,71.0,0.2,0.047,0.0,0.7,0.32,0.0,0.178,0.015,0.0,0.0,0.0,0.014,0.0
11514110,3.81,2.18,15.51,0.5,13.06,97.0,72.0,0.061,0.195,0.176,0.0,0.065,2.0,0.5,0.2,1.0,0.05,0.3,127.0,0.16,22.0,132.0,233.0,102.0,0.57,0.039,0.0,2.2,1.281,0.0,0.525,0.066,0.0,0.0,0.006,0.067,7.0
11514130,3.87,0.61,15.53,0.5,13.19,83.0,56.0,0.059,0.189,0.181,0.0,0.063,2.0,0.52,0.0,1.0,0.03,0.1,132.0,0.16,22.0,135.0,240.0,103.0,0.59,0.04,0.0,2.4,0.362,0.0,0.193,0.021,0.0,0.0,0.0,0.019,3.0
11514143,3.87,0.61,15.53,0.5,13.19,83.0,56.0,0.059,0.189,0.181,0.0,0.063,2.0,0.52,0.0,1.0,0.03,0.1,132.0,0.16,22.0,135.0,240.0,103.0,0.59,0.04,0.0,2.4,0.362,0.0,0.193,0.021,0.0,0.0,0.0,0.019,3.0
11514150,1.88,1.92,13.9,0.6,10.58,81.0,31.0,0.028,0.109,0.165,0.0,0.026,4.0,0.37,0.0,0.9,1.82,0.9,150.0,0.44,20.0,73.0,141.0,112.0,0.37,0.072,0.0,1.2,0.458,0.0,0.855,0.456,0.0,0.0,0.055,0.401,0.0
11514160,0.94,1.83,11.2,0.5,8.81,65.0,12.0,0.014,0.08,0.078,0.0,0.016,1.0,0.04,0.0,0.1,0.06,0.2,22.0,0.15,12.0,43.0,96.0,69.0,0.2,0.045,0.0,0.8,1.063,0.0,0.443,0.073,0.0,0.0,0.005,0.041,4.0
11514192,0.94,1.83,11.2,0.5,8.81,65.0,12.0,0.014,0.08,0.078,0.0,0.016,1.0,0.04,0.0,0.1,0.06,0.2,22.0,0.15,12.0,43.0,96.0,69.0,0.2,0.045,0.0,0.8,1.063,0.0,0.443,0.073,0.0,0.0,0.005,0.041,4.0
11514310,1.26,0.24,5.87,0.6,3.07,31.0,0.0,0.022,0.114,0.088,0.0,0.026,1.0,0.1,0.0,0.0,0.0,0.1,50.0,0.4,18.0,73.0,221.0,75.0,0.29,0.069,0.0,1.4,0.145,0.0,0.08,0.007,0.0,0.0,0.0,0.006,0.0
11514320,4.35,1.99,10.37,0.6,7.56,77.0,77.0,0.073,0.24,0.191,0.0,0.079,3.0,0.58,0.2,1.0,0.03,0.2,163.0,0.4,28.0,167.0,367.0,107.0,0.68,0.061,0.0,3.0,1.164,0.0,0.447,0.06,0.0,0.0,0.007,0.062,7.0
11514325,1.19,1.48,8.92,0.1,6.99,54.0,29.0,0.015,0.038,0.115,0.0,0.011,4.0,0.31,0.0,0.8,1.69,0.8,126.0,0.26,15.0,39.0,77.0,60.0,0.25,0.083,0.0,0.8,0.129,0.0,0.636,0.414,0.0,0.0,0.051,0.364,0.0
11514330,2.99,1.73,10.44,0.0,9.31,69.0,68.0,0.047,0.119,0.124,0.0,0.049,2.0,0.42,0.2,0.9,0.03,0.2,105.0,0.0,16.0,94.0,164.0,50.0,0.44,0.052,0.0,1.7,0.903,0.0,0.325,0.047,0.0,0.0,0.006,0.05,7.0
11514340,4.41,0.32,10.39,0.6,7.71,62.0,59.0,0.071,0.235,0.197,0.0,0.077,3.0,0.6,0.0,1.0,0.0,0.1,168.0,0.4,28.0,171.0,374.0,109.0,0.69,0.061,0.0,3.2,0.19,0.0,0.096,0.013,0.0,0.0,0.0,0.011,3.0
11514350,3.05,0.25,10.45,0.0,9.44,56.0,52.0,0.045,0.114,0.129,0.0,0.046,2.0,0.45,0.0,0.9,0.0,0.0,109.0,0.0,16.0,97.0,171.0,52.0,0.46,0.053,0.0,1.9,0.04,0.0,0.014,0.005,0.0,0.0,0.0,0.004,2.0
11514360,2.31,1.72,8.66,0.7,4.94,59.0,33.0,0.037,0.149,0.18,0.0,0.037,5.0,0.44,0.0,0.9,1.91,0.9,188.0,0.7,26.0,105.0,269.0,118.0,0.46,0.095,0.0,2.0,0.291,0.0,0.798,0.475,0.0,0.0,0.058,0.417,0.0
11514557,2.31,1.72,8.66,0.7,4.94,59.0,33.0,0.037,0.149,0.18,0.0,0.037,5.0,0.44,0.0,0.9,1.91,0.9,188.0,0.7,26.0,105.0,269.0,118.0,0.46,0.095,0.0,2.0,0.291,0.0,0.798,0.475,0.0,0.0,0.058,0.417,0.0
11519040,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
11519041,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
11519042,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
11519043,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
11519044,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
11519045,3.2,2.06,8.54,0.0,8.45,65.0,55.0,0.055,0.136,0.109,0.0,0.059,1.0,0.54,0.1,1.1,0.03,0.2,121.0,0.02,12.0,99.0,150.0,39.0,0.41,0.001,0.0,1.8,1.2,0.0,0.44,0.067,0.0,0.0,0.008,0.071,8.0
